experiment,contrast,tf,score,padj,n_targets,dose_label
CRISPR,Het_vs_WT,Abl1,-1.0497944625224838,0.6267684698104858,10,CRISPR Het
CRISPR,Het_vs_WT,Ahr,1.055689831140618,0.6267684698104858,101,CRISPR Het
CRISPR,Het_vs_WT,Gfi1b,1.0646408110139842,0.6267684698104858,10,CRISPR Het
CRISPR,Het_vs_WT,Gtf2ird1,1.0512019404156125,0.6267684698104858,7,CRISPR Het
CRISPR,Het_vs_WT,Hdac5,1.0572885300321075,0.6267684698104858,5,CRISPR Het
CRISPR,Het_vs_WT,Nr2f2,1.0529205993272113,0.6267684698104858,39,CRISPR Het
CRISPR,Het_vs_WT,Pitx3,1.050630546794517,0.6267684698104858,11,CRISPR Het
CRISPR,Het_vs_WT,Zbtb33,1.0559353125836233,0.6267684698104858,8,CRISPR Het
CRISPR,Het_vs_WT,Ctnnb1,1.042393236985035,0.6279677152633667,218,CRISPR Het
CRISPR,Het_vs_WT,Elf5,-1.0355684136431909,0.6279677152633667,5,CRISPR Het
CRISPR,Het_vs_WT,En1,1.039110892882123,0.6279677152633667,7,CRISPR Het
CRISPR,Het_vs_WT,Hcfc1,-1.045014555817094,0.6279677152633667,7,CRISPR Het
CRISPR,Het_vs_WT,Hey2,1.0361338875662944,0.6279677152633667,12,CRISPR Het
CRISPR,Het_vs_WT,Rela,1.0370876291679934,0.6279677152633667,333,CRISPR Het
CRISPR,Het_vs_WT,Dnmt1,-1.0251549540758034,0.6297716498374939,114,CRISPR Het
CRISPR,Het_vs_WT,Klf5,-1.0310505413408755,0.6297716498374939,50,CRISPR Het
CRISPR,Het_vs_WT,Msc,1.025139825828899,0.6297716498374939,12,CRISPR Het
CRISPR,Het_vs_WT,Pbrm1,1.0287750500391717,0.6297716498374939,6,CRISPR Het
CRISPR,Het_vs_WT,Myf5,1.0200334853880968,0.6326656341552734,13,CRISPR Het
CRISPR,Het_vs_WT,Gata4,1.0160587530836476,0.6334658861160278,71,CRISPR Het
CRISPR,Het_vs_WT,Lyl1,-1.0120931392244403,0.6334658861160278,9,CRISPR Het
CRISPR,Het_vs_WT,Pin1,-1.0107081650970964,0.6334658861160278,5,CRISPR Het
CRISPR,Het_vs_WT,Pin1rt1,-1.0107081650970964,0.6334658861160278,5,CRISPR Het
CRISPR,Het_vs_WT,Lhx2,1.0066847407550361,0.6353197693824768,15,CRISPR Het
CRISPR,Het_vs_WT,Pou5f1,1.0041236741368218,0.6357555389404297,51,CRISPR Het
CRISPR,Het_vs_WT,Batf,-0.9956207669332466,0.637879490852356,6,CRISPR Het
CRISPR,Het_vs_WT,Id3,0.9957495043055816,0.637879490852356,27,CRISPR Het
CRISPR,Het_vs_WT,Irf9,0.9971262547941911,0.637879490852356,14,CRISPR Het
CRISPR,Het_vs_WT,Klf10,0.9899821530749,0.640637218952179,23,CRISPR Het
CRISPR,Het_vs_WT,Nkx3-2,-0.9885861891472184,0.640637218952179,5,CRISPR Het
CRISPR,Het_vs_WT,Pax6,-0.9817019651680678,0.6452968716621399,83,CRISPR Het
CRISPR,Het_vs_WT,Cux1,0.9777278870181171,0.6466024518013,82,CRISPR Het
CRISPR,Het_vs_WT,Dmtf1,0.9671456870085867,0.6466024518013,16,CRISPR Het
CRISPR,Het_vs_WT,Dmtf1l,0.9671456870085867,0.6466024518013,16,CRISPR Het
CRISPR,Het_vs_WT,Hnf1a,-0.964913667586838,0.6466024518013,45,CRISPR Het
CRISPR,Het_vs_WT,Mafg,-0.9638983965019948,0.6466024518013,8,CRISPR Het
CRISPR,Het_vs_WT,Mxi1,0.9670436941036891,0.6466024518013,8,CRISPR Het
CRISPR,Het_vs_WT,Sin3a,-0.9637254292961972,0.6466024518013,9,CRISPR Het
CRISPR,Het_vs_WT,Tcf21,0.9754811378341228,0.6466024518013,8,CRISPR Het
CRISPR,Het_vs_WT,Sp2,0.9543826735630341,0.6536633372306824,17,CRISPR Het
CRISPR,Het_vs_WT,Lmx1b,-0.9500295268963128,0.6558898091316223,12,CRISPR Het
CRISPR,Het_vs_WT,Id4,-0.9432463690290829,0.660492479801178,9,CRISPR Het
CRISPR,Het_vs_WT,Crx,-0.9323827600433722,0.6613555550575256,12,CRISPR Het
CRISPR,Het_vs_WT,Max,0.9335463737442246,0.6613555550575256,37,CRISPR Het
CRISPR,Het_vs_WT,Sall4,-0.9349026348393229,0.6613555550575256,7,CRISPR Het
CRISPR,Het_vs_WT,Tfdp2,-0.9393527593577891,0.6613555550575256,5,CRISPR Het
CRISPR,Het_vs_WT,Zbtb7b,-0.9320755302919308,0.6613555550575256,7,CRISPR Het
CRISPR,Het_vs_WT,Rcor2,-0.9204160522759143,0.6707390546798706,11,CRISPR Het
CRISPR,Het_vs_WT,Myf6,0.9117489114670481,0.6772364377975464,6,CRISPR Het
CRISPR,Het_vs_WT,Atf2,-0.903361232704907,0.677462637424469,80,CRISPR Het
CRISPR,Het_vs_WT,Atf5,-0.9014075973950387,0.677462637424469,23,CRISPR Het
CRISPR,Het_vs_WT,Esr1,-0.907285961135399,0.677462637424469,396,CRISPR Het
CRISPR,Het_vs_WT,Hnf1b,-0.8982021948820411,0.677462637424469,17,CRISPR Het
CRISPR,Het_vs_WT,Nr2c1,0.8951749195458908,0.677462637424469,10,CRISPR Het
CRISPR,Het_vs_WT,Pml,-0.8953883618654742,0.677462637424469,13,CRISPR Het
CRISPR,Het_vs_WT,Sox4,-0.904304867094338,0.677462637424469,19,CRISPR Het
CRISPR,Het_vs_WT,Srsf2,-0.8998261442577976,0.677462637424469,12,CRISPR Het
CRISPR,Het_vs_WT,Klf17,-0.8901163751243911,0.6804250478744507,5,CRISPR Het
CRISPR,Het_vs_WT,Foxd3,0.8805066419811052,0.6826126575469971,6,CRISPR Het
CRISPR,Het_vs_WT,Foxn1,-0.8797904517641135,0.6826126575469971,33,CRISPR Het
CRISPR,Het_vs_WT,Ncor2,-0.8851611836381293,0.6826126575469971,41,CRISPR Het
CRISPR,Het_vs_WT,Nrf1,0.8834065677899505,0.6826126575469971,64,CRISPR Het
CRISPR,Het_vs_WT,Ehf,-0.8697663491750727,0.6904483437538147,7,CRISPR Het
CRISPR,Het_vs_WT,Snai1,-0.8676777942934883,0.6905161738395691,68,CRISPR Het
CRISPR,Het_vs_WT,Tcf4,-0.8628354661657875,0.6932881474494934,34,CRISPR Het
CRISPR,Het_vs_WT,Myt1,0.8555175655848415,0.6985006332397461,5,CRISPR Het
CRISPR,Het_vs_WT,Fgf2,0.8534539208861172,0.6985455751419067,7,CRISPR Het
CRISPR,Het_vs_WT,Olig2,-0.840585991045448,0.7092651128768921,9,CRISPR Het
CRISPR,Het_vs_WT,Park7,-0.8338531376413064,0.7139418125152588,5,CRISPR Het
CRISPR,Het_vs_WT,Nono,0.8290366015930395,0.7167192101478577,8,CRISPR Het
CRISPR,Het_vs_WT,Crem,-0.8147556803497232,0.7208762764930725,49,CRISPR Het
CRISPR,Het_vs_WT,Foxh1,0.8223136190059411,0.7208762764930725,7,CRISPR Het
CRISPR,Het_vs_WT,Gata3,-0.8147853899135631,0.7208762764930725,112,CRISPR Het
CRISPR,Het_vs_WT,Myog,-0.8165093211328129,0.7208762764930725,35,CRISPR Het
CRISPR,Het_vs_WT,Pknox1,-0.8190601811478542,0.7208762764930725,8,CRISPR Het
CRISPR,Het_vs_WT,Etv5,0.8012340176016527,0.7225310802459717,8,CRISPR Het
CRISPR,Het_vs_WT,Fli1,-0.7990417376903132,0.7225310802459717,63,CRISPR Het
CRISPR,Het_vs_WT,Grhl3,-0.7950746119405377,0.7225310802459717,18,CRISPR Het
CRISPR,Het_vs_WT,Nfe2l2,-0.8074798716226593,0.7225310802459717,145,CRISPR Het
CRISPR,Het_vs_WT,Six1,0.7956624147569262,0.7225310802459717,11,CRISPR Het
CRISPR,Het_vs_WT,Smarca1,-0.8037398131510535,0.7225310802459717,33,CRISPR Het
CRISPR,Het_vs_WT,Snai2,-0.799630584334648,0.7225310802459717,28,CRISPR Het
CRISPR,Het_vs_WT,Srebf1,-0.8056059170156625,0.7225310802459717,91,CRISPR Het
CRISPR,Het_vs_WT,Stat3,-0.8005026720183764,0.7225310802459717,280,CRISPR Het
CRISPR,Het_vs_WT,Runx1,-0.788498481020605,0.7270562648773193,111,CRISPR Het
CRISPR,Het_vs_WT,Hey1,-0.7845180372923549,0.7290233373641968,21,CRISPR Het
CRISPR,Het_vs_WT,Nr4a2,-0.7765445447687657,0.7329749464988708,33,CRISPR Het
CRISPR,Het_vs_WT,Pou4f2,-0.7766882486725699,0.7329749464988708,18,CRISPR Het
CRISPR,Het_vs_WT,Bcl6,-0.7701796545767357,0.7341684699058533,51,CRISPR Het
CRISPR,Het_vs_WT,Brca1,-0.7575637453701843,0.7341684699058533,48,CRISPR Het
CRISPR,Het_vs_WT,Brd4,0.7625495400777943,0.7341684699058533,9,CRISPR Het
CRISPR,Het_vs_WT,Hdac7,-0.7578044088954252,0.7341684699058533,12,CRISPR Het
CRISPR,Het_vs_WT,Lhx8,0.7617492814909701,0.7341684699058533,7,CRISPR Het
CRISPR,Het_vs_WT,Ncor1,0.765673614829317,0.7341684699058533,55,CRISPR Het
CRISPR,Het_vs_WT,Neurog2,0.7600629446019935,0.7341684699058533,14,CRISPR Het
CRISPR,Het_vs_WT,Sox2,0.7665471669116832,0.7341684699058533,45,CRISPR Het
CRISPR,Het_vs_WT,Tfdp1,0.7714351141331107,0.7341684699058533,34,CRISPR Het
CRISPR,Het_vs_WT,Arid3b,0.7520438942340572,0.7362338304519653,6,CRISPR Het
CRISPR,Het_vs_WT,Irf8,-0.7495784853011728,0.7362338304519653,35,CRISPR Het
CRISPR,Het_vs_WT,Tbx21,-0.7501434578942797,0.7362338304519653,21,CRISPR Het
CRISPR,Het_vs_WT,Mxd1,0.740031393344914,0.7398392558097839,18,CRISPR Het
CRISPR,Het_vs_WT,Phf20,-0.7410890403656841,0.7398392558097839,6,CRISPR Het
CRISPR,Het_vs_WT,Tgfb1i1,-0.7433882763429891,0.7398392558097839,12,CRISPR Het
CRISPR,Het_vs_WT,Esr2,-0.7234241883258752,0.751124918460846,127,CRISPR Het
CRISPR,Het_vs_WT,Pax2,0.7206991455003529,0.751124918460846,10,CRISPR Het
CRISPR,Het_vs_WT,Pou2f1,-0.7259227718102005,0.751124918460846,57,CRISPR Het
CRISPR,Het_vs_WT,Pura,-0.7225406153619535,0.751124918460846,15,CRISPR Het
CRISPR,Het_vs_WT,Rarg,-0.7175007722218844,0.7523473501205444,19,CRISPR Het
CRISPR,Het_vs_WT,Atf1,0.7134816321439148,0.752466082572937,58,CRISPR Het
CRISPR,Het_vs_WT,Spib,0.7143686266459213,0.752466082572937,7,CRISPR Het
CRISPR,Het_vs_WT,Ep300,-0.710581630575361,0.7534000277519226,45,CRISPR Het
CRISPR,Het_vs_WT,Hmgb2,0.6983000004970996,0.7635392546653748,6,CRISPR Het
CRISPR,Het_vs_WT,Foxq1,-0.6941777297881527,0.7640913128852844,9,CRISPR Het
CRISPR,Het_vs_WT,Prox1,0.693835362646881,0.7640913128852844,19,CRISPR Het
CRISPR,Het_vs_WT,Xbp1,0.6906549131324617,0.7653012871742249,41,CRISPR Het
CRISPR,Het_vs_WT,Ctcf,-0.6864989261749032,0.7674701809883118,90,CRISPR Het
CRISPR,Het_vs_WT,Gabpa,-0.682110985456704,0.7687307596206665,23,CRISPR Het
CRISPR,Het_vs_WT,Twist1,-0.6813226592562367,0.7687307596206665,54,CRISPR Het
CRISPR,Het_vs_WT,Creb3,-0.6721060654851352,0.7737908363342285,10,CRISPR Het
CRISPR,Het_vs_WT,Hoxb2,-0.6697830266257185,0.7737908363342285,5,CRISPR Het
CRISPR,Het_vs_WT,Kdm5a,0.6716183279180821,0.7737908363342285,13,CRISPR Het
CRISPR,Het_vs_WT,Tef,-0.6683932840621648,0.7737908363342285,8,CRISPR Het
CRISPR,Het_vs_WT,Rb1,0.6664144188740974,0.773829996585846,30,CRISPR Het
CRISPR,Het_vs_WT,Eomes,-0.6628975175244836,0.7753760814666748,12,CRISPR Het
CRISPR,Het_vs_WT,Ddit3,0.6530820936695779,0.7776389122009277,75,CRISPR Het
CRISPR,Het_vs_WT,Hoxa13,-0.6528483279192463,0.7776389122009277,6,CRISPR Het
CRISPR,Het_vs_WT,Med1,-0.6559262797590248,0.7776389122009277,9,CRISPR Het
CRISPR,Het_vs_WT,Tfe3,0.6568384457599284,0.7776389122009277,23,CRISPR Het
CRISPR,Het_vs_WT,Ikzf1,0.647774277263718,0.7807074189186096,15,CRISPR Het
CRISPR,Het_vs_WT,Hoxc6,0.6448501934973254,0.7816774845123291,11,CRISPR Het
CRISPR,Het_vs_WT,Hoxc8,0.6278936676924357,0.7963985800743103,12,CRISPR Het
CRISPR,Het_vs_WT,Sox6,-0.6222441318287348,0.8000457882881165,13,CRISPR Het
CRISPR,Het_vs_WT,Nr4a1,0.61244175972489,0.8057235479354858,62,CRISPR Het
CRISPR,Het_vs_WT,Nr6a1,-0.6106410874226398,0.8057235479354858,6,CRISPR Het
CRISPR,Het_vs_WT,Plagl1,-0.6121647720407769,0.8057235479354858,9,CRISPR Het
CRISPR,Het_vs_WT,Pou3f2,0.6079959684311997,0.8064119815826416,16,CRISPR Het
CRISPR,Het_vs_WT,Noto,0.6050759130792168,0.8073718547821045,7,CRISPR Het
CRISPR,Het_vs_WT,Tfam,-0.5991620835178102,0.8112789392471313,10,CRISPR Het
CRISPR,Het_vs_WT,Ncoa2,0.5955571277342534,0.8126963376998901,40,CRISPR Het
CRISPR,Het_vs_WT,Vezf1,0.5938314974129008,0.8126963376998901,5,CRISPR Het
CRISPR,Het_vs_WT,Ovol1,0.5845966508288752,0.8177794814109802,8,CRISPR Het
CRISPR,Het_vs_WT,Prdm2,0.5828313268817139,0.8177794814109802,8,CRISPR Het
CRISPR,Het_vs_WT,Smarcb1,-0.5867099514955644,0.8177794814109802,5,CRISPR Het
CRISPR,Het_vs_WT,E2f6,-0.5801070238274862,0.8185473680496216,34,CRISPR Het
CRISPR,Het_vs_WT,Foxo3,0.5732842463756811,0.8233439326286316,151,CRISPR Het
CRISPR,Het_vs_WT,Tfap2a,-0.5668313762701892,0.8277798891067505,190,CRISPR Het
CRISPR,Het_vs_WT,Ppard,0.5581303267943287,0.834437906742096,66,CRISPR Het
CRISPR,Het_vs_WT,Zglp1,-0.5560077482262313,0.8346039652824402,9,CRISPR Het
CRISPR,Het_vs_WT,Satb1,-0.5417374050677479,0.8467846512794495,22,CRISPR Het
CRISPR,Het_vs_WT,Bhlhe41,0.539560038468461,0.8469946384429932,20,CRISPR Het
CRISPR,Het_vs_WT,Dlx3,0.536412013406254,0.848167359828949,10,CRISPR Het
CRISPR,Het_vs_WT,Nr1i2,-0.5323708478875284,0.8482831716537476,148,CRISPR Het
CRISPR,Het_vs_WT,Nr3c1,-0.5333181775803674,0.8482831716537476,161,CRISPR Het
CRISPR,Het_vs_WT,Zkscan3,0.5257217364666701,0.8509788513183594,5,CRISPR Het
CRISPR,Het_vs_WT,Zkscan4,0.5257217364666701,0.8509788513183594,5,CRISPR Het
CRISPR,Het_vs_WT,Maf,-0.51483487984465,0.8598012924194336,33,CRISPR Het
CRISPR,Het_vs_WT,Foxo4,0.5083437191078244,0.8604620695114136,21,CRISPR Het
CRISPR,Het_vs_WT,Lrrfip1,0.5082686252530495,0.8604620695114136,9,CRISPR Het
CRISPR,Het_vs_WT,Pax3,-0.5113043547470448,0.8604620695114136,61,CRISPR Het
CRISPR,Het_vs_WT,Cebpa,-0.5029235872117163,0.8637993931770325,120,CRISPR Het
CRISPR,Het_vs_WT,Htatip2,-0.4930389012560646,0.8697383999824524,14,CRISPR Het
CRISPR,Het_vs_WT,Zfp362,0.4929755345426208,0.8697383999824524,13,CRISPR Het
CRISPR,Het_vs_WT,Creb3l1,0.48828588044492727,0.8724250793457031,6,CRISPR Het
CRISPR,Het_vs_WT,Bclaf1,0.4795647197831883,0.8774921298027039,5,CRISPR Het
CRISPR,Het_vs_WT,Trerf1,-0.479212418684606,0.8774921298027039,5,CRISPR Het
CRISPR,Het_vs_WT,Cebpb,0.46866873112370316,0.8840059041976929,269,CRISPR Het
CRISPR,Het_vs_WT,Hhex,-0.4699979300679649,0.8840059041976929,17,CRISPR Het
CRISPR,Het_vs_WT,Ar,-0.45643919075497635,0.8853931427001953,355,CRISPR Het
CRISPR,Het_vs_WT,Cdx2,0.45334737397837843,0.8853931427001953,37,CRISPR Het
CRISPR,Het_vs_WT,Eno1,-0.4516499497738612,0.8853931427001953,14,CRISPR Het
CRISPR,Het_vs_WT,Eno1b,-0.4516499497738612,0.8853931427001953,14,CRISPR Het
CRISPR,Het_vs_WT,Klf13,0.455177337385089,0.8853931427001953,8,CRISPR Het
CRISPR,Het_vs_WT,Myod1,0.45148090165367744,0.8853931427001953,92,CRISPR Het
CRISPR,Het_vs_WT,Nkx2-2,0.4624818833949132,0.8853931427001953,10,CRISPR Het
CRISPR,Het_vs_WT,Tfap2b,0.4564160636389419,0.8853931427001953,14,CRISPR Het
CRISPR,Het_vs_WT,Hipk2,0.4470318512397389,0.8878231048583984,9,CRISPR Het
CRISPR,Het_vs_WT,Cebpe,-0.44465154181132205,0.8882275819778442,13,CRISPR Het
CRISPR,Het_vs_WT,Vsx2,-0.44249022770830665,0.8884188532829285,17,CRISPR Het
CRISPR,Het_vs_WT,Cebpd,0.43218462097638005,0.888908863067627,54,CRISPR Het
CRISPR,Het_vs_WT,Creb5,-0.4356435482858192,0.888908863067627,10,CRISPR Het
CRISPR,Het_vs_WT,Ctcfl,-0.4207417271702059,0.888908863067627,7,CRISPR Het
CRISPR,Het_vs_WT,Fosl1,-0.42028671283610275,0.888908863067627,38,CRISPR Het
CRISPR,Het_vs_WT,Hbp1,-0.4165778980748804,0.888908863067627,34,CRISPR Het
CRISPR,Het_vs_WT,Hmga2,0.42025607079138877,0.888908863067627,31,CRISPR Het
CRISPR,Het_vs_WT,Jund,0.4281871984409531,0.888908863067627,58,CRISPR Het
CRISPR,Het_vs_WT,Nfkb2,0.43816104279763934,0.888908863067627,41,CRISPR Het
CRISPR,Het_vs_WT,Nr2c2,0.4275132587150182,0.888908863067627,41,CRISPR Het
CRISPR,Het_vs_WT,Pawr,-0.43748238537493844,0.888908863067627,6,CRISPR Het
CRISPR,Het_vs_WT,Pitx1,0.4173489904960349,0.888908863067627,18,CRISPR Het
CRISPR,Het_vs_WT,Zfp42,0.4201477924376247,0.888908863067627,12,CRISPR Het
CRISPR,Het_vs_WT,Zkscan7,-0.41810688709608224,0.888908863067627,7,CRISPR Het
CRISPR,Het_vs_WT,Nfatc2,0.41218608224719006,0.8891280293464661,47,CRISPR Het
CRISPR,Het_vs_WT,Sp1,0.41217670445192445,0.8891280293464661,832,CRISPR Het
CRISPR,Het_vs_WT,Twist2,-0.41052345548058544,0.8891280293464661,23,CRISPR Het
CRISPR,Het_vs_WT,Esrrb,0.40717708838117883,0.8898118138313293,6,CRISPR Het
CRISPR,Het_vs_WT,Kat2b,0.4039938286371361,0.8898118138313293,11,CRISPR Het
CRISPR,Het_vs_WT,Smad2,-0.4053297927479832,0.8898118138313293,68,CRISPR Het
CRISPR,Het_vs_WT,Barx1,-0.394493100157949,0.8914898037910461,8,CRISPR Het
CRISPR,Het_vs_WT,E2f3,0.3954707062867595,0.8914898037910461,61,CRISPR Het
CRISPR,Het_vs_WT,Pou1f1,-0.39639874311045625,0.8914898037910461,26,CRISPR Het
CRISPR,Het_vs_WT,Tbx18,0.3946655000896825,0.8914898037910461,6,CRISPR Het
CRISPR,Het_vs_WT,Ubtf,0.3883846372074861,0.8954527378082275,10,CRISPR Het
CRISPR,Het_vs_WT,Arid4a,-0.38056359688720404,0.8957867622375488,5,CRISPR Het
CRISPR,Het_vs_WT,Foxa3,-0.3823434059150209,0.8957867622375488,6,CRISPR Het
CRISPR,Het_vs_WT,Stat6,0.3825022339873895,0.8957867622375488,58,CRISPR Het
CRISPR,Het_vs_WT,Tet1,0.3801345194161813,0.8957867622375488,9,CRISPR Het
CRISPR,Het_vs_WT,Tgif1,-0.37836677792812023,0.8957867622375488,6,CRISPR Het
CRISPR,Het_vs_WT,Sox11,0.37284966265716274,0.8991702198982239,7,CRISPR Het
CRISPR,Het_vs_WT,Gtf2i,-0.3649031733675603,0.9048439860343933,17,CRISPR Het
CRISPR,Het_vs_WT,Tcf7l2,0.35735806417120947,0.9101371765136719,86,CRISPR Het
CRISPR,Het_vs_WT,Ezh2,0.3502348577755345,0.9133056998252869,101,CRISPR Het
CRISPR,Het_vs_WT,Hsf2,0.34922599701258983,0.9133056998252869,18,CRISPR Het
CRISPR,Het_vs_WT,Mbd2,-0.34816372598005507,0.9133056998252869,54,CRISPR Het
CRISPR,Het_vs_WT,Fosb,0.3425865162102154,0.9151879549026489,26,CRISPR Het
CRISPR,Het_vs_WT,Hsf4,0.3415805437039944,0.9151879549026489,8,CRISPR Het
CRISPR,Het_vs_WT,Mafa,0.33838329239277287,0.9151879549026489,7,CRISPR Het
CRISPR,Het_vs_WT,Sf1,-0.3401810913537356,0.9151879549026489,5,CRISPR Het
CRISPR,Het_vs_WT,Cebpg,-0.3347365533600851,0.9159863591194153,105,CRISPR Het
CRISPR,Het_vs_WT,Nr2e3,0.331704436157007,0.9159863591194153,5,CRISPR Het
CRISPR,Het_vs_WT,Tbx3,-0.33186669614223996,0.9159863591194153,13,CRISPR Het
CRISPR,Het_vs_WT,Elf3,-0.32127340556057926,0.9191715717315674,15,CRISPR Het
CRISPR,Het_vs_WT,Junb,0.3205268535003132,0.9191715717315674,65,CRISPR Het
CRISPR,Het_vs_WT,Tcf20,0.32138682905954036,0.9191715717315674,5,CRISPR Het
CRISPR,Het_vs_WT,Trps1,0.32276001814187366,0.9191715717315674,13,CRISPR Het
CRISPR,Het_vs_WT,Foxl2,0.29462038079390973,0.9283746480941772,15,CRISPR Het
CRISPR,Het_vs_WT,Irf6,0.2944633818293712,0.9283746480941772,8,CRISPR Het
CRISPR,Het_vs_WT,Klf4,0.2892320086806229,0.9283746480941772,82,CRISPR Het
CRISPR,Het_vs_WT,Mnt,-0.2907044904335144,0.9283746480941772,7,CRISPR Het
CRISPR,Het_vs_WT,Nr2e1,0.29495828434791976,0.9283746480941772,9,CRISPR Het
CRISPR,Het_vs_WT,Sox5,0.2945138088309402,0.9283746480941772,7,CRISPR Het
CRISPR,Het_vs_WT,Stat4,-0.2926445308552667,0.9283746480941772,10,CRISPR Het
CRISPR,Het_vs_WT,Tfap4,-0.3007728450136316,0.9283746480941772,22,CRISPR Het
CRISPR,Het_vs_WT,Thrb,-0.3066828561520595,0.9283746480941772,28,CRISPR Het
CRISPR,Het_vs_WT,Zfp263,0.3057314779987347,0.9283746480941772,5,CRISPR Het
CRISPR,Het_vs_WT,Zfp395,-0.3046068185036705,0.9283746480941772,5,CRISPR Het
CRISPR,Het_vs_WT,E2f5,-0.28619480704216277,0.9293819069862366,8,CRISPR Het
CRISPR,Het_vs_WT,Arid3a,-0.28169862730808787,0.9317269921302795,6,CRISPR Het
CRISPR,Het_vs_WT,Npas2,-0.2780396254972712,0.933300256729126,7,CRISPR Het
CRISPR,Het_vs_WT,Pparg,-0.2740127829656617,0.9339653253555298,220,CRISPR Het
CRISPR,Het_vs_WT,Smarca4,-0.2734241494441844,0.9339653253555298,9,CRISPR Het
CRISPR,Het_vs_WT,Mef2c,-0.269764642952215,0.9355334043502808,32,CRISPR Het
CRISPR,Het_vs_WT,Foxj1,0.26644041215518716,0.9367927312850952,6,CRISPR Het
CRISPR,Het_vs_WT,Bmal2,-0.25809612533195425,0.9395430088043213,6,CRISPR Het
CRISPR,Het_vs_WT,Btg2,-0.24050908562813184,0.9395430088043213,6,CRISPR Het
CRISPR,Het_vs_WT,Ebf3,-0.2520475533995687,0.9395430088043213,7,CRISPR Het
CRISPR,Het_vs_WT,Gfi1,-0.2566825736119,0.9395430088043213,26,CRISPR Het
CRISPR,Het_vs_WT,Hand2,0.238153561619238,0.9395430088043213,18,CRISPR Het
CRISPR,Het_vs_WT,Hdac3,-0.23937769103814494,0.9395430088043213,16,CRISPR Het
CRISPR,Het_vs_WT,Mecp2,-0.2509326007554626,0.9395430088043213,22,CRISPR Het
CRISPR,Het_vs_WT,Mtf1,-0.24973059845418472,0.9395430088043213,24,CRISPR Het
CRISPR,Het_vs_WT,Ncoa1,0.2451912978985388,0.9395430088043213,54,CRISPR Het
CRISPR,Het_vs_WT,Nfe2l3,0.24772868036441298,0.9395430088043213,5,CRISPR Het
CRISPR,Het_vs_WT,Rel,-0.24916802388250622,0.9395430088043213,62,CRISPR Het
CRISPR,Het_vs_WT,Sp4,-0.23856399109277665,0.9395430088043213,35,CRISPR Het
CRISPR,Het_vs_WT,Tada2a,0.24283927357662147,0.9395430088043213,7,CRISPR Het
CRISPR,Het_vs_WT,Sp7,0.234018702557369,0.9415128827095032,26,CRISPR Het
CRISPR,Het_vs_WT,Kdm2a,-0.22240489643145048,0.9417460560798645,8,CRISPR Het
CRISPR,Het_vs_WT,Kmt2a,0.22212931584927761,0.9417460560798645,52,CRISPR Het
CRISPR,Het_vs_WT,Mycn,0.2240919335159189,0.9417460560798645,101,CRISPR Het
CRISPR,Het_vs_WT,Mycs,0.2240919335159189,0.9417460560798645,101,CRISPR Het
CRISPR,Het_vs_WT,Wt1,0.23153527827434697,0.9417460560798645,107,CRISPR Het
CRISPR,Het_vs_WT,Zbtb4,0.2270907166496118,0.9417460560798645,11,CRISPR Het
CRISPR,Het_vs_WT,Peg3,-0.21661993233186,0.9449217915534973,6,CRISPR Het
CRISPR,Het_vs_WT,Sox9,0.21372824948933317,0.9457671046257019,55,CRISPR Het
CRISPR,Het_vs_WT,Dlx5,-0.20793516165805304,0.9491844773292542,21,CRISPR Het
CRISPR,Het_vs_WT,Bcl11b,0.19977625985962463,0.9506720900535583,16,CRISPR Het
CRISPR,Het_vs_WT,Rorc,0.19925891597188097,0.9506720900535583,8,CRISPR Het
CRISPR,Het_vs_WT,Taf1,0.2025836998905246,0.9506720900535583,33,CRISPR Het
CRISPR,Het_vs_WT,Zfp523,-0.1984754369704424,0.9506720900535583,6,CRISPR Het
CRISPR,Het_vs_WT,Deaf1,-0.1779259373207094,0.9533564448356628,8,CRISPR Het
CRISPR,Het_vs_WT,Dnmt3a,0.1816934149725931,0.9533564448356628,38,CRISPR Het
CRISPR,Het_vs_WT,Gli3,0.18781266155674683,0.9533564448356628,28,CRISPR Het
CRISPR,Het_vs_WT,Klf8,0.1932878609625397,0.9533564448356628,16,CRISPR Het
CRISPR,Het_vs_WT,Mta3,0.17986078564264457,0.9533564448356628,10,CRISPR Het
CRISPR,Het_vs_WT,Nkx2-5,-0.1843071575696052,0.9533564448356628,43,CRISPR Het
CRISPR,Het_vs_WT,Nr5a1,0.18454852972540578,0.9533564448356628,54,CRISPR Het
CRISPR,Het_vs_WT,Sox10,-0.18107883963522942,0.9533564448356628,16,CRISPR Het
CRISPR,Het_vs_WT,Zic1,0.18602215222808427,0.9533564448356628,11,CRISPR Het
CRISPR,Het_vs_WT,Foxd1,0.17212522108156725,0.9555723667144775,6,CRISPR Het
CRISPR,Het_vs_WT,Gata6,0.16393031050076287,0.9555723667144775,42,CRISPR Het
CRISPR,Het_vs_WT,Myc,0.16594960317588428,0.9555723667144775,712,CRISPR Het
CRISPR,Het_vs_WT,Stat1,-0.16462575504077664,0.9555723667144775,203,CRISPR Het
CRISPR,Het_vs_WT,Zbtb17,-0.1691614016864225,0.9555723667144775,32,CRISPR Het
CRISPR,Het_vs_WT,Zfp384,-0.16372083167332743,0.9555723667144775,14,CRISPR Het
CRISPR,Het_vs_WT,Neurod6,-0.16168357027675984,0.9556547999382019,7,CRISPR Het
