"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","entrezgene_id","external_gene_name","chromosome_name","start_position","end_position","gene_biotype","description"
"ENSMUSG00000014905",245.628040628789,0.420375093894669,0.157773188334617,0.00272281690904628,0.0166418809464771,"27362","Dnajb9","12",44252342,44257109,"protein_coding","DnaJ heat shock protein family (Hsp40) member B9 [Source:MGI Symbol;Acc:MGI:1351618]"
"ENSMUSG00000072235",10113.3945204925,-0.353961332430009,0.127439088491477,0.00272601732683954,0.0166553253930215,"22142","Tuba1a","15",98847718,98851584,"protein_coding","tubulin, alpha 1A [Source:MGI Symbol;Acc:MGI:98869]"
"ENSMUSG00000017861",1917.20459280957,0.338931811722399,0.122008976383192,0.00273412540036739,0.016698733592042,"17865","Mybl2","2",162896607,162926608,"protein_coding","myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]"
"ENSMUSG00000023277",1016.16324029093,-0.339974823106498,0.122822452517253,0.00274540932014996,0.016761499381972,"23999","Twf2","9",106080307,106092588,"protein_coding","twinfilin actin binding protein 2 [Source:MGI Symbol;Acc:MGI:1346078]"
"ENSMUSG00000026116",2702.92034184874,0.315538597602018,0.112828911980104,0.00274819759159338,0.0167662215970999,"56030","Tmem131","1",36831272,36982747,"protein_coding","transmembrane protein 131 [Source:MGI Symbol;Acc:MGI:1927110]"
"ENSMUSG00000109501",19.6555260688832,1.09664948484284,0.559811234312565,0.00274801980876524,0.0167662215970999,"#N/A","Gm14377","7",46760599,46775738,"lncRNA","predicted gene 14377 [Source:MGI Symbol;Acc:MGI:3651179]"
"ENSMUSG00000020381",57.1497575431611,-0.841638618997831,0.393461050806748,0.00275773932896935,0.0168182688354844,"68067","Mrnip","11",50065271,50090942,"protein_coding","MRN complex interacting protein [Source:MGI Symbol;Acc:MGI:1915317]"
"ENSMUSG00000098492",17.7960141558733,-1.21226502244465,0.635261482568252,0.00276809445419095,0.0168752366304395,"#N/A","Gm19353","9",72196949,72197393,"processed_pseudogene","predicted gene, 19353 [Source:MGI Symbol;Acc:MGI:5011538]"
"ENSMUSG00000031796",1415.24664628081,0.304129716669525,0.108026434006059,0.00277031812204218,0.0168826087532582,"14894","Cfap20","8",96146877,96161497,"protein_coding","cilia and flagella associated protein 20 [Source:MGI Symbol;Acc:MGI:107428]"
"ENSMUSG00000008855",2326.51144357086,-0.639011517284022,0.271758826643491,0.00277988890420155,0.0169068357244331,"15184","Hdac5","11",102085258,102120992,"protein_coding","histone deacetylase 5 [Source:MGI Symbol;Acc:MGI:1333784]"
"ENSMUSG00000020955",128.945376670046,-0.52576280562174,0.20950682112929,0.0027800913010585,0.0169068357244331,"11782","Ap4s1","12",51737816,51791569,"protein_coding","adaptor-related protein complex AP-4, sigma 1 [Source:MGI Symbol;Acc:MGI:1337065]"
"ENSMUSG00000021951",744.387246556875,-0.374155904599564,0.138428973657055,0.00277812835351316,0.0169068357244331,"68043","Eef1akmt1","14",57787054,57809069,"protein_coding","EEF1A alpha lysine methyltransferase 1 [Source:MGI Symbol;Acc:MGI:1915293]"
"ENSMUSG00000040414",700.586506855313,0.37125408278836,0.136198710552752,0.00277857133339382,0.0169068357244331,"246696","Slc25a28","19",43652240,43663320,"protein_coding","solute carrier family 25, member 28 [Source:MGI Symbol;Acc:MGI:2180509]"
"ENSMUSG00000045098",920.783781039445,0.389647025306154,0.144191432622541,0.00277824199501328,0.0169068357244331,"225888","Kmt5b","19",3817421,3868303,"protein_coding","lysine methyltransferase 5B [Source:MGI Symbol;Acc:MGI:2444557]"
"ENSMUSG00000061778",609.171193933626,0.361120598765879,0.1318776909202,0.00278130648989357,0.0169068357244331,"76763","Mospd2","X",163719165,163763371,"protein_coding","motile sperm domain containing 2 [Source:MGI Symbol;Acc:MGI:1924013]"
"ENSMUSG00000116223",3197.59625823407,-0.307717979914813,0.109703831139696,0.00278140456729543,0.0169068357244331,"#N/A","Gm41396","15",98815466,98849671,"lncRNA","predicted gene, 41396 [Source:MGI Symbol;Acc:MGI:5624281]"
"ENSMUSG00000009907",1672.72354934239,0.290251299789849,0.102655251859753,0.0027890378548157,0.0169470452784584,"20479","Vps4b","1",106691801,106724458,"protein_coding","vacuolar protein sorting 4B [Source:MGI Symbol;Acc:MGI:1100499]"
"ENSMUSG00000126159",51.6703205557803,0.726243402938269,0.32154133108358,0.00279465916682707,0.0169750045669719,"#N/A","","8",85759935,85763359,"lncRNA","novel transcript"
"ENSMUSG00000087093",7.34084988911607,-2.20102181581203,1.19053331944191,0.00279633634383376,0.0169789951734496,"#N/A","Gm15486","1",157325237,157339657,"lncRNA","predicted gene 15486 [Source:MGI Symbol;Acc:MGI:3705263]"
"ENSMUSG00000075470",3149.75440563937,-0.358311694590604,0.130927142325113,0.00279905379888375,0.0169892970002999,"380959","Alg10b","15",90108514,90117674,"protein_coding","ALG10 alpha-1,2-glucosyltransferase [Source:MGI Symbol;Acc:MGI:2146159]"
"ENSMUSG00000027015",17.557468246264,-1.24601978155963,0.662982750208448,0.00280016523446001,0.0169898468819241,"73649","Cybrd1","2",70948267,70973270,"protein_coding","cytochrome b reductase 1 [Source:MGI Symbol;Acc:MGI:2654575]"
"ENSMUSG00000035168",2269.57009291151,-0.308714185406822,0.110223963572173,0.00280471409694068,0.0170027946919195,"66860","Tanc1","2",59442386,59676493,"protein_coding","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 [Source:MGI Symbol;Acc:MGI:1914110]"
"ENSMUSG00000040651",801.451939257886,0.35517424297927,0.129459849097901,0.00280485667123029,0.0170027946919195,"218850","Tasor","14",27150791,27205512,"protein_coding","transcription activation suppressor [Source:MGI Symbol;Acc:MGI:1921694]"
"ENSMUSG00000048709",153.42781855095,0.534169580546936,0.214075506975368,0.00280536407042065,0.0170027946919195,"#N/A","Gm8666","X",74518838,74519129,"processed_pseudogene","predicted gene 8666 [Source:MGI Symbol;Acc:MGI:3648747]"
"ENSMUSG00000123421",133.628202389772,-0.567860215492652,0.232212217060149,0.00280648900096457,0.0170034206199685,"#N/A","","11",105182210,105184286,"lncRNA","novel transcript, antisense to Mrc2"
"ENSMUSG00000028341",35.6353284562834,1.45698928662546,0.856955104475387,0.0028117129497164,0.0170288714054331,"18124","Nr4a3","4",48045153,48086447,"protein_coding","nuclear receptor subfamily 4, group A, member 3 [Source:MGI Symbol;Acc:MGI:1352457]"
"ENSMUSG00000062203",6857.08347354207,0.371266112288532,0.138825858501901,0.0028165525556524,0.0170519767856395,"14852","Gspt1","16",11037156,11072189,"protein_coding","G1 to S phase transition 1 [Source:MGI Symbol;Acc:MGI:1316728]"
"ENSMUSG00000024423",2388.33560332455,-0.400213478833447,0.1494072848677,0.00281947987271182,0.0170634921896519,"16210","Impact","18",13088909,13126007,"protein_coding","impact, RWD domain protein [Source:MGI Symbol;Acc:MGI:1098233]"
"ENSMUSG00000106874",85.5748087002676,0.672525677892223,0.291091925970225,0.00282210648142695,0.0170731799965062,"#N/A","Gm20186","6",18842931,18848534,"lncRNA","predicted gene, 20186 [Source:MGI Symbol;Acc:MGI:5012371]"
"ENSMUSG00000109771",58.7714965734663,0.709431873712934,0.312874956037433,0.00282566981786917,0.0170885257190395,"102638847","Gm35315","5",110224002,110242328,"protein_coding","predicted gene, 35315 [Source:MGI Symbol;Acc:MGI:5594474]"
"ENSMUSG00000025145",596.558064923842,-0.394822247664285,0.146985700553173,0.00282703908448553,0.0170905962524856,"217366","Lrrc45","11",120604751,120611954,"protein_coding","leucine rich repeat containing 45 [Source:MGI Symbol;Acc:MGI:2387183]"
"ENSMUSG00000044645",95.7202793623568,0.603194677284439,0.251120751327273,0.00283387513469355,0.0171257022028703,"#N/A","Gm7334","17",51005716,51006471,"processed_pseudogene","predicted gene 7334 [Source:MGI Symbol;Acc:MGI:3647393]"
"ENSMUSG00000027274",232.417292927811,0.537378452789099,0.216247342209463,0.00285311502283175,0.0172357144555313,"59030","Mkks","2",136715700,136733309,"protein_coding","McKusick-Kaufman syndrome [Source:MGI Symbol;Acc:MGI:1891836]"
"ENSMUSG00000032602",534.744597900991,-0.401939016139099,0.150745800311146,0.00286529323376912,0.0173030026449998,"57279","Slc25a20","9",108539287,108561840,"protein_coding","solute carrier family 25 (mitochondrial carnitine/acylcarnitine translocase), member 20 [Source:MGI Symbol;Acc:MGI:1928738]"
"ENSMUSG00000045639",276.428807541035,-0.410940862846113,0.154631541212888,0.00286916035845469,0.017320071035822,"320683","Zfp629","7",127206203,127214969,"protein_coding","zinc finger protein 629 [Source:MGI Symbol;Acc:MGI:2444524]"
"ENSMUSG00000108854",31.7968036087048,0.906321208564144,0.436825029136395,0.00287406797176827,0.0173434058209352,"#N/A","D830036C21Rik","7",19045746,19076440,"lncRNA","RIKEN cDNA D830036C21 gene [Source:MGI Symbol;Acc:MGI:2685688]"
"ENSMUSG00000039031",438.171291709553,0.565204835431424,0.231607465741953,0.00288120969772468,0.0173802004346618,"73910","Arhgap18","10",26629417,26794644,"protein_coding","Rho GTPase activating protein 18 [Source:MGI Symbol;Acc:MGI:1921160]"
"ENSMUSG00000038402",453.693534433442,0.382128088231523,0.141616088231683,0.00288474023507656,0.0173951926566591,"14238","Foxf2","13",31809799,31815386,"protein_coding","forkhead box F2 [Source:MGI Symbol;Acc:MGI:1347479]"
"ENSMUSG00000046658",258.483832565503,-0.461258747973723,0.178480046612258,0.00288821268146874,0.0174098238528375,"54201","Zfp316","5",143235452,143255777,"protein_coding","zinc finger protein 316 [Source:MGI Symbol;Acc:MGI:1860402]"
"ENSMUSG00000023075",1498.24967954465,0.294978915435258,0.10499751807466,0.00289783571091475,0.0174615060596503,"68050","Akirin1","4",123628352,123644138,"protein_coding","akirin 1 [Source:MGI Symbol;Acc:MGI:1915300]"
"ENSMUSG00000038286",282.480521483175,-0.465981786132858,0.18122690683124,0.00290711412496939,0.0175110750567736,"68021","Bphl","13",34221580,34258057,"protein_coding","biphenyl hydrolase like [Source:MGI Symbol;Acc:MGI:1915271]"
"ENSMUSG00000033545",1304.65973395121,0.331154478893083,0.119845070588501,0.00291500918915253,0.0175522785582727,"170737","Znrf1","8",112262729,112352662,"protein_coding","zinc and ring finger 1 [Source:MGI Symbol;Acc:MGI:2177308]"
"ENSMUSG00000028771",2005.95461340225,0.337191225074183,0.122183718791874,0.00291992731709758,0.0175755335762948,"19248","Ptpn12","5",21191643,21260909,"protein_coding","protein tyrosine phosphatase, non-receptor type 12 [Source:MGI Symbol;Acc:MGI:104673]"
"ENSMUSG00000045948",634.414622665574,-0.431892596541348,0.16497739359326,0.0029445975121738,0.0177176198102345,"24030","Mrps12","7",28439066,28441245,"protein_coding","mitochondrial ribosomal protein S12 [Source:MGI Symbol;Acc:MGI:1346333]"
"ENSMUSG00000022614",3259.73843952444,-0.443442122448442,0.170571872302201,0.0029523764989292,0.0177552280000319,"105847","Lmf2","15",89235207,89239862,"protein_coding","lipase maturation factor 2 [Source:MGI Symbol;Acc:MGI:2146015]"
"ENSMUSG00000024521",550.111317785558,0.48954975151495,0.192824633900636,0.00295338642596785,0.0177552280000319,"58801","Pmaip1","18",66591604,66598636,"protein_coding","phorbol-12-myristate-13-acetate-induced protein 1 [Source:MGI Symbol;Acc:MGI:1930146]"
"ENSMUSG00000081604",289.475215597672,-0.403905330092787,0.151932424963627,0.00295404832855185,0.0177552280000319,"#N/A","Gm11518","11",93928044,93928454,"processed_pseudogene","predicted gene 11518 [Source:MGI Symbol;Acc:MGI:3650306]"
"ENSMUSG00000127940",119.2123334231,0.552974962841009,0.225836510197423,0.00297170957693637,0.0178549323064808,"#N/A","","14",106133529,106134330,"lncRNA","novel transcript, antisense to Spry2"
"ENSMUSG00000022554",511.757695664683,-0.544762755192634,0.222098409542363,0.00297502563970632,0.0178684055292791,"59053","Hgh1","15",76253098,76255637,"protein_coding","HGH1 homolog [Source:MGI Symbol;Acc:MGI:1930628]"
"ENSMUSG00000029771",90.7715484138985,-0.651056633218837,0.281101116501316,0.00297665973036024,0.0178712539469038,"27056","Irf5","6",29526624,29541870,"protein_coding","interferon regulatory factor 5 [Source:MGI Symbol;Acc:MGI:1350924]"
"ENSMUSG00000034120",5431.05858531405,-0.280889029411583,0.0998294092393987,0.00297836259897108,0.0178712539469038,"20382","Srsf2","11",116740727,116743920,"protein_coding","serine and arginine-rich splicing factor 2 [Source:MGI Symbol;Acc:MGI:98284]"
"ENSMUSG00000039899",46.6009858459041,0.831221306770635,0.393628063315718,0.0029787212911561,0.0178712539469038,"14190","Fgl2","5",21577640,21583372,"protein_coding","fibrinogen-like protein 2 [Source:MGI Symbol;Acc:MGI:103266]"
"ENSMUSG00000083512",181.492222996688,0.488925354254468,0.192649312627175,0.00298424596602948,0.0178979479685148,"#N/A","Gm12749","4",109230898,109232056,"processed_pseudogene","predicted gene 12749 [Source:MGI Symbol;Acc:MGI:3652196]"
"ENSMUSG00000030281",408.991748942503,-0.554141742863542,0.227488094698347,0.0029987076103641,0.0179782027230871,"171095","Il17rc","6",113448388,113460101,"protein_coding","interleukin 17 receptor C [Source:MGI Symbol;Acc:MGI:2159336]"
"ENSMUSG00000083563",3494.9464150029,-0.458596287715293,0.179590259025413,0.00301536293702239,0.0180650415265888,"#N/A","Gm13340","2",22478115,22479659,"unprocessed_pseudogene","predicted gene 13340 [Source:MGI Symbol;Acc:MGI:3650227]"
"ENSMUSG00000115317",75.6424652491691,-0.797024878542189,0.372519431448477,0.00301431372742231,0.0180650415265888,"#N/A","Gm32618","15",32764381,32854230,"lncRNA","predicted gene, 32618 [Source:MGI Symbol;Acc:MGI:5591777]"
"ENSMUSG00000063488",22.8042038969295,-1.04729293246032,0.536845404643591,0.00301701504511478,0.0180684351910203,"382118","Zkscan7","9",122714750,122727683,"protein_coding","zinc finger with KRAB and SCAN domains 7 [Source:MGI Symbol;Acc:MGI:3040678]"
"ENSMUSG00000002129",5776.78027908628,-0.4123407706227,0.156332759465607,0.0030198542436397,0.0180789331571567,"67465","Sf3a1","11",4110350,4132541,"protein_coding","splicing factor 3a, subunit 1 [Source:MGI Symbol;Acc:MGI:1914715]"
"ENSMUSG00000022489",13.4233390097492,-1.69099747367296,1.01026092380022,0.00302201447502939,0.0180853602689371,"18574","Pde1b","15",103411461,103438479,"protein_coding","phosphodiesterase 1B, Ca2+-calmodulin dependent [Source:MGI Symbol;Acc:MGI:97523]"
"ENSMUSG00000004952",441.459183999321,0.384575920501794,0.143629813172826,0.00302724723745475,0.0181085250635608,"54153","Rasa4","5",136112770,136140714,"protein_coding","RAS p21 protein activator 4 [Source:MGI Symbol;Acc:MGI:1858600]"
"ENSMUSG00000023104",2794.02714007389,-0.328997946967187,0.11966254748595,0.00302806136224778,0.0181085250635608,"19718","Rfc2","5",134610220,134630659,"protein_coding","replication factor C (activator 1) 2 [Source:MGI Symbol;Acc:MGI:1341868]"
"ENSMUSG00000032902",6952.37896715705,0.439898371672888,0.1690088621013,0.00303376069919566,0.0181295796469348,"20501","Slc16a1","3",104545984,104565778,"protein_coding","solute carrier family 16 (monocarboxylic acid transporters), member 1 [Source:MGI Symbol;Acc:MGI:106013]"
"ENSMUSG00000137951",46.0762756526277,0.770365345063152,0.354183555647678,0.00303316958885368,0.0181295796469348,"#N/A","","7",28855878,28857780,"lncRNA","novel transcript"
"ENSMUSG00000015697",3780.66444179235,0.277755691859267,0.098607351468955,0.00303543165683252,0.0181330542227795,"84505","Setdb1","3",95230836,95264513,"protein_coding","SET domain, bifurcated 1 [Source:MGI Symbol;Acc:MGI:1934229]"
"ENSMUSG00000057335",4128.28083164166,0.281245440512687,0.10045293154472,0.00304244069012044,0.0181684034466001,"545389","Cep170","1",176561219,176641633,"protein_coding","centrosomal protein 170 [Source:MGI Symbol;Acc:MGI:1918348]"
"ENSMUSG00000027162",2688.2161942028,0.349834836116912,0.127984561603955,0.00304459127059367,0.0181747247189708,"22343","Lin7c","2",109721198,109731348,"protein_coding","lin-7 homolog C, crumbs cell polarity complex component [Source:MGI Symbol;Acc:MGI:1330839]"
"ENSMUSG00000018287",1283.6465859525,-0.319083206402762,0.115693124446232,0.00306987303941296,0.0183190738597884,"216873","Spag7","11",70554597,70560242,"protein_coding","sperm associated antigen 7 [Source:MGI Symbol;Acc:MGI:107380]"
"ENSMUSG00000036298",30.4405481112811,0.959250637405679,0.481960858709617,0.00307586135096175,0.0183482295570095,"239606","Slc2a13","15",91151899,91457464,"protein_coding","solute carrier family 2 (facilitated glucose transporter), member 13 [Source:MGI Symbol;Acc:MGI:2146030]"
"ENSMUSG00000038546",1349.0016205698,0.33078100599429,0.120760801685646,0.00313424707978621,0.0186831211134964,"56705","Ranbp9","13",43556151,43634758,"protein_coding","RAN binding protein 9 [Source:MGI Symbol;Acc:MGI:1928741]"
"ENSMUSG00000050379",385.034254093396,-0.384782789768309,0.14445970402792,0.0031331473751183,0.0186831211134964,"56526","Septin6","X",36174979,36255447,"protein_coding","septin 6 [Source:MGI Symbol;Acc:MGI:1888939]"
"ENSMUSG00000083997",48.1657314832544,-0.780160563022257,0.363450590609792,0.00314025521258938,0.0187122332628447,"#N/A","Gm12920","4",10813543,10814728,"processed_pseudogene","predicted gene 12920 [Source:MGI Symbol;Acc:MGI:3652000]"
"ENSMUSG00000053253",934.289950222091,0.334657556424107,0.122419054078339,0.00314369117433393,0.0187260029400285,"76273","Ndfip2","14",105496008,105546732,"protein_coding","Nedd4 family interacting protein 2 [Source:MGI Symbol;Acc:MGI:1923523]"
"ENSMUSG00000105261",379.733437935338,0.452557282846654,0.176310097571105,0.00315248709605778,0.0187716789766332,"#N/A","Gm43333","5",104217930,104220191,"TEC","predicted gene 43333 [Source:MGI Symbol;Acc:MGI:5663470]"
"ENSMUSG00000021488",2856.98450935075,-0.331905279307924,0.121534353692374,0.00315747603605082,0.0187812271865596,"18193","Nsd1","13",55357595,55466138,"protein_coding","nuclear receptor-binding SET-domain protein 1 [Source:MGI Symbol;Acc:MGI:1276545]"
"ENSMUSG00000072915",44.0699630228816,-0.921795227271921,0.460698801900467,0.00315647357220459,0.0187812271865596,"108167848","Gm12258","11",58737984,58752782,"protein_coding","predicted gene 12258 [Source:MGI Symbol;Acc:MGI:3651534]"
"ENSMUSG00000123335",13.621410689995,1.27133623667615,0.714782996791498,0.00315548188190169,0.0187812271865596,"#N/A","","19",36105862,36107006,"lncRNA","novel transcript"
"ENSMUSG00000014470",609.70482357313,0.384587633180833,0.144442010453351,0.00316008860671226,0.0187900516904295,"68718","Rnf166","8",123192886,123202803,"protein_coding","ring finger protein 166 [Source:MGI Symbol;Acc:MGI:1915968]"
"ENSMUSG00000024826",1856.15824588163,0.310218473067787,0.112312707006624,0.0031616440612969,0.0187925864686301,"19708","Dpf2","19",5946544,5963038,"protein_coding","double PHD fingers 2 [Source:MGI Symbol;Acc:MGI:109529]"
"ENSMUSG00000056501",278.268886336653,-0.619666184449587,0.266410109106941,0.00316430083026824,0.0188016632339001,"12608","Cebpb","2",167530835,167532338,"protein_coding","CCAAT/enhancer binding protein beta [Source:MGI Symbol;Acc:MGI:88373]"
"ENSMUSG00000003812",913.504526138753,0.522908836986035,0.212192754412655,0.00316942638272143,0.0188253973189267,"13423, 100503676","Dnase2a","8",85635189,85649544,"protein_coding","deoxyribonuclease II alpha [Source:MGI Symbol;Acc:MGI:1329019]"
"ENSMUSG00000036256",724.065644805912,-0.543778022256367,0.223891216938445,0.00317372425730312,0.0188442000764523,"29817","Igfbp7","5",77497087,77555888,"protein_coding","insulin-like growth factor binding protein 7 [Source:MGI Symbol;Acc:MGI:1352480]"
"ENSMUSG00000023868",219.26846134443,-0.483617041734646,0.192129600278174,0.00317848898015791,0.0188657603768788,"23984","Pde10a","17",8744204,9205480,"protein_coding","phosphodiesterase 10A [Source:MGI Symbol;Acc:MGI:1345143]"
"ENSMUSG00000025969",9145.98679384966,0.336151233177194,0.124310991461321,0.00318271259361196,0.0188840947220977,"18187","Nrp2","1",62742444,62857854,"protein_coding","neuropilin 2 [Source:MGI Symbol;Acc:MGI:1100492]"
"ENSMUSG00000027750",217.8393299336,-0.200895665491091,0.419998946044748,0.0031900198802429,0.0189207059397301,"50706","Postn","3",54268530,54298458,"protein_coding","periostin, osteoblast specific factor [Source:MGI Symbol;Acc:MGI:1926321]"
"ENSMUSG00000020474",400.372719783896,-0.505337642333953,0.203813956363836,0.00320926046043988,0.0190280448318849,"54125","Polm","11",5777860,5788016,"protein_coding","polymerase (DNA directed), mu [Source:MGI Symbol;Acc:MGI:1860191]"
"ENSMUSG00000039988",3064.9674211448,0.368383112913404,0.139065904582736,0.00321894197084994,0.0190786507196779,"433667","Ankrd13c","3",157652876,157713671,"protein_coding","ankyrin repeat domain 13c [Source:MGI Symbol;Acc:MGI:2139746]"
"ENSMUSG00000032097",6386.47122730005,-0.304334703109852,0.110290904042484,0.00322487955600738,0.0191070382522715,"13209","Ddx6","9",44516189,44552028,"protein_coding","DEAD-box helicase 6 [Source:MGI Symbol;Acc:MGI:104976]"
"ENSMUSG00000056596",16.3079661104681,1.24428241034334,0.703994664323657,0.00323321347289454,0.019149598515795,"69539","Trnp1","4",133218411,133225861,"protein_coding","TMF1-regulated nuclear protein 1 [Source:MGI Symbol;Acc:MGI:1916789]"
"ENSMUSG00000030587",14.6832604716269,1.32123441526754,0.770858061456895,0.0032405162788594,0.0191860236318239,"72275","2200002D01Rik","7",28945986,28947891,"protein_coding","RIKEN cDNA 2200002D01 gene [Source:MGI Symbol;Acc:MGI:1919525]"
"ENSMUSG00000018199",2239.14183360252,0.282170363899884,0.101441773622655,0.003244622552443,0.019203503961703,"20822","Ro60","1",143626528,143652806,"protein_coding","Ro60, Y RNA binding protein [Source:MGI Symbol;Acc:MGI:106652]"
"ENSMUSG00000050730",685.421015302858,-0.363612195888548,0.135757914738897,0.00325432283992556,0.0192472263770011,"71544","Arhgap42","9",8994330,9239106,"protein_coding","Rho GTPase activating protein 42 [Source:MGI Symbol;Acc:MGI:1918794]"
"ENSMUSG00000118106",45.3426632048499,0.75901200326181,0.352305627493989,0.00325366853339836,0.0192472263770011,"#N/A","Gm54639","19",32463323,32465598,"TEC","predicted gene, 54639 [Source:MGI Symbol;Acc:MGI:6845756]"
"ENSMUSG00000015002",3705.83048532451,-0.3082349009603,0.112025512456949,0.00325575844281454,0.0192488766478729,"76740","Efr3a","15",65658883,65745665,"protein_coding","EFR3 homolog A [Source:MGI Symbol;Acc:MGI:1923990]"
"ENSMUSG00000049800",2445.32129908988,-0.306662790889588,0.111466861568783,0.00326262333217747,0.0192826136780645,"58172","Sertad2","11",20493253,20603021,"protein_coding","SERTA domain containing 2 [Source:MGI Symbol;Acc:MGI:1931026]"
"ENSMUSG00000024056",1184.46446122635,-0.312404358818087,0.113811610394571,0.00327104718029342,0.0193255371748752,"67052","Ndc80","17",71803095,71833852,"protein_coding","NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]"
"ENSMUSG00000032064",251.627764180789,0.624556635091058,0.270722675553892,0.0032903837183487,0.0194328801364362,"330938","Dixdc1","9",50574052,50650817,"protein_coding","DIX domain containing 1 [Source:MGI Symbol;Acc:MGI:2679721]"
"ENSMUSG00000004071",1033.76209700997,0.327510240643472,0.120132348744746,0.00329935568276966,0.0194789558809278,"66626","Cdip1","16",4568212,4608156,"protein_coding","cell death inducing Trp53 target 1 [Source:MGI Symbol;Acc:MGI:1913876]"
"ENSMUSG00000042694",679.93422472741,0.333084833825486,0.122711531398688,0.0033356052204164,0.01968598499411,"108689","Stn1","19",47489472,47525946,"protein_coding","STN1, CST complex subunit [Source:MGI Symbol;Acc:MGI:1915581]"
"ENSMUSG00000052681",5244.72077138224,0.310594031136377,0.113207140079412,0.00335239454410029,0.0197780582763067,"215449","Rap1b","10",117649776,117681940,"protein_coding","RAS related protein 1b [Source:MGI Symbol;Acc:MGI:894315]"
"ENSMUSG00000020553",163.997241572615,-0.651838468134421,0.288941822479899,0.00335495373535825,0.0197861428127453,"18559","Pctp","11",89873491,89893720,"protein_coding","phosphatidylcholine transfer protein [Source:MGI Symbol;Acc:MGI:107375]"
"ENSMUSG00000029528",1787.75729313376,0.278135434376994,0.100272654095804,0.00336841709008633,0.0198585071308207,"19303","Pxn","5",115644735,115694046,"protein_coding","paxillin [Source:MGI Symbol;Acc:MGI:108295]"
"ENSMUSG00000082016",235.042513821868,0.44398262178724,0.174174715788365,0.00338060909406303,0.0199233276035733,"#N/A","Pgam1-ps2","7",27169196,27169960,"processed_pseudogene","phosphoglycerate mutase 1, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3645709]"
"ENSMUSG00000069844",569.066726025148,-0.513986515246983,0.209232380096238,0.00338488760457011,0.0199414812045523,"52892","Sco1","11",66943496,66957896,"protein_coding","SCO1 cytochrome c oxidase assembly protein [Source:MGI Symbol;Acc:MGI:106362]"
"ENSMUSG00000098905",103.01833346731,0.582714960681397,0.247930067675064,0.00339883194474531,0.0200165463752286,"629016","Zfp953","13",67487370,67508724,"protein_coding","zinc finger protein 953 [Source:MGI Symbol;Acc:MGI:3612873]"
"ENSMUSG00000094568",101.188281075909,-0.544668331323289,0.226344333333753,0.00340386620946986,0.0200391034043887,"#N/A","Smarce1-ps1","8",42110630,42111706,"processed_pseudogene","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1, pseodogene 1 [Source:MGI Symbol;Acc:MGI:3037673]"
"ENSMUSG00000041040",624.390195583124,0.343300336629024,0.127460833451609,0.00341253709497654,0.0200830462771197,"72750","Fam117b","1",59952165,60024505,"protein_coding","family with sequence similarity 117, member B [Source:MGI Symbol;Acc:MGI:1920000]"
"ENSMUSG00000126164",7.55966373675658,1.76489901776258,1.08965632067485,0.00341844956623875,0.0201107303396647,"#N/A","","1",183365704,183372604,"lncRNA","novel transcript"
"ENSMUSG00000038552",567.0514264175,-0.38424688392328,0.146011698816237,0.0034428695130876,0.020240611797181,"64339","Fndc4","5",31449586,31453424,"protein_coding","fibronectin type III domain containing 4 [Source:MGI Symbol;Acc:MGI:1917195]"
"ENSMUSG00000062995",184.172248099704,0.463675589718372,0.184183194466548,0.00344295932210656,0.020240611797181,"15893","Ica1","6",8630527,8778488,"protein_coding","islet cell autoantigen 1 [Source:MGI Symbol;Acc:MGI:96391]"
"ENSMUSG00000047248",579.417723225201,-0.406108798584042,0.15631442670635,0.00345171158746995,0.0202848996999514,"277939","C2cd3","7",100021440,100119359,"protein_coding","C2 calcium-dependent domain containing 3 [Source:MGI Symbol;Acc:MGI:2142166]"
"ENSMUSG00000079641",8973.54796922972,0.29139002003356,0.105596373428597,0.00345393312601735,0.0202907903340299,"67248","Rpl39","X",36346173,36349055,"protein_coding","ribosomal protein L39 [Source:MGI Symbol;Acc:MGI:1914498]"
"ENSMUSG00000023170",663.104871424551,-0.403011950857484,0.154998421526228,0.00345747454893268,0.0203044279879628,"56310","Gps2","11",69804714,69807417,"protein_coding","G protein pathway suppressor 2 [Source:MGI Symbol;Acc:MGI:1891751]"
"ENSMUSG00000034595",3023.40112924132,0.366860262242496,0.138293920676386,0.00346318820537216,0.0203308082194035,"76448","Ppp1r18","17",36176485,36186488,"protein_coding","protein phosphatase 1, regulatory subunit 18 [Source:MGI Symbol;Acc:MGI:1923698]"
"ENSMUSG00000101188",2357.02269723298,-0.355249691677455,0.133483879765201,0.00347126147903847,0.0203710172057959,"#N/A","Eif4a-ps4","1",60743091,60744308,"transcribed_processed_pseudogene","eukaryotic translation initiation factor 4A, pseudogene 4 [Source:MGI Symbol;Acc:MGI:1195958]"
"ENSMUSG00000018537",1158.10329134947,-0.310532940815279,0.113926200166926,0.00348551710443502,0.0204474660448051,"22658","Pcgf2","11",97579649,97591323,"protein_coding","polycomb group ring finger 2 [Source:MGI Symbol;Acc:MGI:99161]"
